%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1.65548676659557E+018,16,1.65548676659535E+018,vectornav,0.009536984376609,0.743646919727325,-0.668498873710632,0.002764070173725,0,0,0,0,0,0,0,0,0,-0.000157520596986,-0.000407284125686,0.00015114370035,0.01,0,0,0,0.01,0,0,0,0.01,0.155866846442223,9.79603481292725,1.07412016391754,0.01,0,0,0,0.01,0,0,0,0.01
1.65548676662051E+018,17,1.65548676662024E+018,vectornav,0.009531639516354,0.743642866611481,-0.66850346326828,0.002764455974102,0,0,0,0,0,0,0,0,0,0.000575050071348,0.000117378076538,-0.000352343311533,0.01,0,0,0,0.01,0,0,0,0.01,0.180181354284287,9.8355770111084,1.04857230186462,0.01,0,0,0,0.01,0,0,0,0.01
1.65548676664556E+018,18,1.65548676664527E+018,vectornav,0.009532663971186,0.743642091751099,-0.668504297733307,0.002766869263724,0,0,0,0,0,0,0,0,0,0.001423597568646,-0.000375357223675,0.000495113665238,0.01,0,0,0,0.01,0,0,0,0.01,0.16939777135849,9.79887676239014,1.05730056762695,0.01,0,0,0,0.01,0,0,0,0.01
1.65548676667041E+018,19,1.65548676667011E+018,vectornav,0.00952429883182,0.743643999099731,-0.668502271175385,0.002768193371594,0,0,0,0,0,0,0,0,0,4.1905848775059E-05,-0.001518411096185,-0.00013698724797,0.01,0,0,0,0.01,0,0,0,0.01,0.145365491509438,9.8270320892334,1.05830800533295,0.01,0,0,0,0.01,0,0,0,0.01
1.65548676669528E+018,20,1.65548676669507E+018,vectornav,0.009543568827212,0.743643820285797,-0.668502330780029,0.002751127118245,0,0,0,0,0,0,0,0,0,0.000595097779296,0.000614829361439,0.000830532808322,0.01,0,0,0,0.01,0,0,0,0.01,0.16962668299675,9.8109827041626,1.0473176240921,0.01,0,0,0,0.01,0,0,0,0.01
1.6554867667204E+018,21,1.65548676672013E+018,vectornav,0.009546922519803,0.743651270866394,-0.668494045734406,0.002746181096882,0,0,0,0,0,0,0,0,0,-0.000564918736927,0.000398651929572,0.001061913673766,0.01,0,0,0,0.01,0,0,0,0.01,0.174959182739258,9.83566379547119,1.04700171947479,0.01,0,0,0,0.01,0,0,0,0.01
1.65548676674543E+018,22,1.65548676674518E+018,vectornav,0.009554699063301,0.743650078773499,-0.668495178222656,0.002746286801994,0,0,0,0,0,0,0,0,0,-0.000256183207966,-0.001250141765922,7.3219824116677E-05,0.01,0,0,0,0.01,0,0,0,0.01,0.15469765663147,9.81844711303711,1.04603564739227,0.01,0,0,0,0.01,0,0,0,0.01
1.65548676677046E+018,23,1.6554867667702E+018,vectornav,0.009569812566042,0.743650555610657,-0.668494522571564,0.002734332811087,0,0,0,0,0,0,0,0,0,0.000550256459974,-0.000111743574962,-0.000139048323035,0.01,0,0,0,0.01,0,0,0,0.01,0.181852594017982,9.85227680206299,1.0641165971756,0.01,0,0,0,0.01,0,0,0,0.01
1.65548676679548E+018,24,1.65548676679517E+018,vectornav,0.009557117708027,0.743651151657105,-0.668493986129761,0.002748907310888,0,0,0,0,0,0,0,0,0,-0.000335441582138,-0.000743878772482,0.000379464880098,0.01,0,0,0,0.01,0,0,0,0.01,0.162974208593369,9.84800910949707,1.05022931098938,0.01,0,0,0,0.01,0,0,0,0.01
1.65548676682051E+018,25,1.65548676682019E+018,vectornav,0.009552606381476,0.743652284145355,-0.66849273443222,0.002751329215243,0,0,0,0,0,0,0,0,0,-0.000763911404647,-0.000601910287514,0.000481752795167,0.01,0,0,0,0.01,0,0,0,0.01,0.182555049657822,9.83233165740967,1.05973696708679,0.01,0,0,0,0.01,0,0,0,0.01
1.65548676684548E+018,26,1.65548676684515E+018,vectornav,0.009547622874379,0.743653953075409,-0.668490886688232,0.002754725050181,0,0,0,0,0,0,0,0,0,-0.000849085394293,-0.000260834814981,3.54819349013269E-05,0.01,0,0,0,0.01,0,0,0,0.01,0.164366409182549,9.83899688720703,1.05441403388977,0.01,0,0,0,0.01,0,0,0,0.01
1.65548676687037E+018,27,1.65548676687015E+018,vectornav,0.009546618908644,0.743651270866394,-0.668493926525116,0.00275441724807,0,0,0,0,0,0,0,0,0,0.001096869818866,2.27265991270542E-05,0.000133804511279,0.01,0,0,0,0.01,0,0,0,0.01,0.162723645567894,9.81650543212891,1.0588299036026,0.01,0,0,0,0.01,0,0,0,0.01
1.65548676689546E+018,28,1.65548676689517E+018,vectornav,0.009549826383591,0.743659496307373,-0.668484807014465,0.002751126885414,0,0,0,0,0,0,0,0,0,-0.001015231478959,-0.000139891169965,0.000342157494742,0.01,0,0,0,0.01,0,0,0,0.01,0.161543652415276,9.80134773254395,1.04460990428925,0.01,0,0,0,0.01,0,0,0,0.01
1.65548676692039E+018,29,1.65548676692011E+018,vectornav,0.009548721835017,0.743659138679504,-0.668485224246979,0.002742469543591,0,0,0,0,0,0,0,0,0,-0.000593431235757,-0.000120035838336,-0.000870272458997,0.01,0,0,0,0.01,0,0,0,0.01,0.182156041264534,9.83218002319336,1.05992209911346,0.01,0,0,0,0.01,0,0,0,0.01
1.65548676694543E+018,30,1.6554867669452E+018,vectornav,0.009554201737046,0.743661224842072,-0.668482780456543,0.002736861584708,0,0,0,0,0,0,0,0,0,-0.000696074799635,0.000702305929735,0.000600497878622,0.01,0,0,0,0.01,0,0,0,0.01,0.185010850429535,9.81087017059326,1.0455813407898,0.01,0,0,0,0.01,0,0,0,0.01
1.65548676697037E+018,31,1.65548676697014E+018,vectornav,0.009553872048855,0.743659198284149,-0.668485105037689,0.002735856920481,0,0,0,0,0,0,0,0,0,0.000727085745893,0.000143381068483,-0.000926338601857,0.01,0,0,0,0.01,0,0,0,0.01,0.168624013662338,9.80056095123291,1.05045473575592,0.01,0,0,0,0.01,0,0,0,0.01
1.65548676699554E+018,32,1.65548676699526E+018,vectornav,0.009551404044032,0.743655323982239,-0.668489396572113,0.002738102572039,0,0,0,0,0,0,0,0,0,0.000890612544026,-8.90165101736784E-05,-0.000683608232066,0.01,0,0,0,0.01,0,0,0,0.01,0.167073577642441,9.81282997131348,1.0357940196991,0.01,0,0,0,0.01,0,0,0,0.01
1.6554867670204E+018,33,1.65548676702014E+018,vectornav,0.00954819098115,0.743657350540161,-0.668487191200256,0.002740068593994,0,0,0,0,0,0,0,0,0,0.000208064011531,-0.000378894619644,-0.000155027548317,0.01,0,0,0,0.01,0,0,0,0.01,0.175681799650192,9.82268905639648,1.06517124176025,0.01,0,0,0,0.01,0,0,0,0.01
1.65548676704556E+018,34,1.65548676704528E+018,vectornav,0.00954201631248,0.743658602237701,-0.668485820293427,0.002745162229985,0,0,0,0,0,0,0,0,0,-0.00120364036411,0.000154945999384,-0.000240504276007,0.01,0,0,0,0.01,0,0,0,0.01,0.187398418784142,9.79249000549316,1.05700206756592,0.01,0,0,0,0.01,0,0,0,0.01
1.65548676707036E+018,35,1.65548676707004E+018,vectornav,0.00953621789813,0.743657946586609,-0.668486714363098,0.002747979713604,0,0,0,0,0,0,0,0,0,-0.0005954055232,0.000441812444478,0.000120777694974,0.01,0,0,0,0.01,0,0,0,0.01,0.177218228578568,9.83841609954834,1.05222606658936,0.01,0,0,0,0.01,0,0,0,0.01
1.65548676709542E+018,36,1.65548676709508E+018,vectornav,0.009537113830447,0.743659496307373,-0.6684849858284,0.002739987336099,0,0,0,0,0,0,0,0,0,0.000229225857765,-0.000597744015977,-0.000200137030333,0.01,0,0,0,0.01,0,0,0,0.01,0.156564235687256,9.83262252807617,1.06195437908173,0.01,0,0,0,0.01,0,0,0,0.01
